Text3,Text1,Text,Field,Hempfield_Area_HS_8,Text2
2/10/2024,Dance: IND,Essence Legacy Diamonds,MV70-130-DANCE,"23.240 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,DES 70/130,"11.950 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,GE 70/130,"10.680 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,GE 70/130,"12.010 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,Total,,57.880
2/10/2024,Guard: IJG,Synergy,EQ70-130,"12.610 1
st",
2/10/2024,Guard: IJG,Synergy,MV70-130,"12.680 1
st",
2/10/2024,Guard: IJG,Synergy,DES 70/130,"13.420 1
st",
2/10/2024,Guard: IJG,Synergy,GE 70/130,"12.680 1
st",
2/10/2024,Guard: IJG,Synergy,GE 70/130,"12.750 1
st",
2/10/2024,Guard: IJG,Synergy,Total,,64.140
2/10/2024,Guard: ING,West Inverness Ambition,EQ70-130,"14.350 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,MV70-130,"11.940 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,DES 70/130,"13.950 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,GE 70/130,"12.880 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,GE 70/130,"12.740 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,Total,,65.860
2/10/2024,Guard: SNG,Chichester HS,EQ70-130,"10.940 4
th",
2/10/2024,Guard: SNG,Chichester HS,MV70-130,"11.340 2
nd",
2/10/2024,Guard: SNG,Chichester HS,DES 70/130,"10.020 4
th",
2/10/2024,Guard: SNG,Chichester HS,GE 70/130,"10.210 4
th",
2/10/2024,Guard: SNG,Chichester HS,GE 70/130,"9.950 3
rd",
2/10/2024,Guard: SNG,Chichester HS,Total,,52.460
2/10/2024,Guard: IRG,Surge,EQ70-130,"13.880 1
st",
2/10/2024,Guard: IRG,Surge,MV70-130,"14.010 1
st",
2/10/2024,Guard: IRG,Surge,DES 70/130,"13.740 1
st",
2/10/2024,Guard: IRG,Surge,GE 70/130,"12.210 1
st",
2/10/2024,Guard: IRG,Surge,GE 70/130,"13.210 1
st",
2/10/2024,Guard: IRG,Surge,Total,,67.050
2/10/2024,Guard: SRG,Cab Calloway HS,EQ70-130,"12.940 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,MV70-130,"11.150 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,DES 70/130,"12.760 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,GE 70/130,"11.750 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,GE 70/130,"12.740 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,Total,,61.340
2/10/2024,Guard: IAG,High Voltage,EQ70-130,"14.280 1
st",
2/10/2024,Guard: IAG,High Voltage,MV70-130,"11.680 1
st",
2/10/2024,Guard: IAG,High Voltage,DES 10/10,"13.700 1
st",
2/10/2024,Guard: IAG,High Voltage,GE 10/10,"12.900 1
st",
2/10/2024,Guard: IAG,High Voltage,GE 10/10,"13.300 1
st",
2/10/2024,Guard: IAG,High Voltage,Total,,65.860
2/10/2024,Guard: SAG,Radnor HS,EQ70-130,"13.010 1
st",
2/10/2024,Guard: SAG,Radnor HS,MV70-130,"10.810 1
st",
2/10/2024,Guard: SAG,Radnor HS,DES 10/10,"12.300 1
st",
2/10/2024,Guard: SAG,Radnor HS,GE 10/10,"11.800 1
st",
2/10/2024,Guard: SAG,Radnor HS,GE 10/10,"11.300 1
st",
2/10/2024,Guard: SAG,Radnor HS,Total,,59.220
2/10/2024,Guard: ISG,West Inverness Resolve,EQ70-130,"12.540 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,MV70-130,"10.800 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,DES 10/10,"11.300 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,GE 10/10,"11.500 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,GE 10/10,"10.300 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,Total,,56.440
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),EQ70-130,"13.340 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),MV70-130,"10.480 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),DES 10/10,"12.100 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),GE 10/10,"13.800 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),GE 10/10,"10.800 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),Total,,60.520
2/10/2024,,,,,
2/17/2024,Twirlers: SCT,Forest Hills ES,CAD,"Bronze 1
st",
2/17/2024,Twirlers: SCT,Forest Hills ES,CAD,"Bronze 1
st",
2/17/2024,Twirlers: SCT,Forest Hills ES,CAD,"Bronze 1
st",
2/17/2024,Twirlers: SCT,Forest Hills ES,Total,,Bronze
2/17/2024,Twirlers: ICT,Windber Cadets,CAD,"Silver 1
st",
2/17/2024,Twirlers: ICT,Windber Cadets,CAD,"Silver 1
st",
2/17/2024,Twirlers: ICT,Windber Cadets,CAD,"Silver 1
st",
2/17/2024,Twirlers: ICT,Windber Cadets,Total,,Silver
2/17/2024,Twirlers: SMT,Glendale MS,EQ70-130,"11.960 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,MV70-130,"11.410 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,DES 70/130,"11.960 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,GE 70/130,"11.880 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,GE 70/130,"12.680 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,Total,,59.890
2/17/2024,Twirlers: IJT,Windber Jr,EQ70-130,"13.090 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,MV70-130,"12.480 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,DES 70/130,"12.820 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,GE 70/130,"12.610 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,GE 70/130,"14.010 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,Total,,65.010
2/17/2024,Twirlers: INT,Wolf's Performing Arts,EQ70-130,"14.480 1
st",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,MV70-130,"14.020 1
st",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,DES 70/130,"11.760 2
nd",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,GE 70/130,"11.810 2
nd",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,GE 70/130,"12.610 2
nd",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,Total,,64.680
2/17/2024,Twirlers: SNT,Forest Hills HS,EQ70-130,"9.080 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,MV70-130,"10.410 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,DES 70/130,"10.620 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,GE 70/130,"10.280 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,GE 70/130,"10.280 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,Total,,50.670
2/17/2024,Twirlers: SUT,Penn State Elegance,EQ70-130,"13.620 1
st",
2/17/2024,Twirlers: SUT,Penn State Elegance,MV70-130,"10.550 1
st",
2/17/2024,Twirlers: SUT,Penn State Elegance,DES 10/10,"10.600 1
st",
2/17/2024,Twirlers: SUT,Penn State Elegance,GE 10/10,"10.500 1
st",
2/17/2024,Twirlers: SUT,Penn State Elegance,GE 10/10,"10.800 1
st",
2/17/2024,Twirlers: SUT,Penn State Elegance,Total,,56.070
2/17/2024,Twirlers: IAT,Starlite Twirlers,EQ70-130,"14.350 1
st",
2/17/2024,Twirlers: IAT,Starlite Twirlers,MV70-130,"12.280 1
st",
2/17/2024,Twirlers: IAT,Starlite Twirlers,DES 10/10,"11.400 1
st",
2/17/2024,Twirlers: IAT,Starlite Twirlers,GE 10/10,"10.800 1
st",
2/17/2024,Twirlers: IAT,Starlite Twirlers,GE 10/10,"11.000 1
st",
2/17/2024,Twirlers: IAT,Starlite Twirlers,Total,,59.830
2/17/2024,Dance: IJD,Haven Performing Arts,MV70-130-DANCE,"28.960 1
st",
2/17/2024,Dance: IJD,Haven Performing Arts,GE 70/130,"16.540 1
st",
2/17/2024,Dance: IJD,Haven Performing Arts,GE 70/130,"16.270 1
st",
2/17/2024,Dance: IJD,Haven Performing Arts,DES 70/130,"15.610 1
st",
2/17/2024,Dance: IJD,Haven Performing Arts,Total,,77.380
2/17/2024,Dance: IND,Starlite Dance,MV70-130-DANCE,"22.820 3
rd",
2/17/2024,Dance: IND,Starlite Dance,DES 70/130,"10.490 3
rd",
2/17/2024,Dance: IND,Starlite Dance,GE 70/130,"10.680 2
nd",
2/17/2024,Dance: IND,Starlite Dance,GE 70/130,"12.810 2
nd",
2/17/2024,Dance: IND,Starlite Dance,Total,,56.800
2/17/2024,Dance: SRD,St Marys Area HS,MV70-130-DANCE,"24.820 1
st",
2/17/2024,Dance: SRD,St Marys Area HS,DES 70/130,"13.680 1
st",
2/17/2024,Dance: SRD,St Marys Area HS,GE 70/130,"13.210 1
st",
2/17/2024,Dance: SRD,St Marys Area HS,GE 70/130,"14.010 1
st",
2/17/2024,Dance: SRD,St Marys Area HS,Total,,65.720
2/17/2024,Dance: IRD,Wolf's Performing Arts,MV70-130-DANCE,"32.020 1
st",
2/17/2024,Dance: IRD,Wolf's Performing Arts,DES 70/130,"14.210 1
st",
2/17/2024,Dance: IRD,Wolf's Performing Arts,GE 70/130,"14.210 1
st",
2/17/2024,Dance: IRD,Wolf's Performing Arts,GE 70/130,"14.870 1
st",
2/17/2024,Dance: IRD,Wolf's Performing Arts,Total,,75.310
2/17/2024,Guard: SMG,Mifflin County MS,EQ70-130,"9.400 1
st",
2/17/2024,Guard: SMG,Mifflin County MS,MV70-130,"10.810 1
st",
2/17/2024,Guard: SMG,Mifflin County MS,DES 70/130,"10.350 1
st",
2/17/2024,Guard: SMG,Mifflin County MS,GE 70/130,"10.210 1
st",
2/17/2024,Guard: SMG,Mifflin County MS,GE 70/130,"11.010 1
st",
2/17/2024,Guard: SMG,Mifflin County MS,Total,,51.780
2/17/2024,Guard: SNG,Somerset Area HS,EQ70-130,"10.220 7
th",
2/17/2024,Guard: SNG,Somerset Area HS,MV70-130,"11.010 7
th",
2/17/2024,Guard: SNG,Somerset Area HS,DES 70/130,"9.090 7
th",
2/17/2024,Guard: SNG,Somerset Area HS,GE 70/130,"9.950 7
th",
2/17/2024,Guard: SNG,Somerset Area HS,GE 70/130,"10.410 7
th",
2/17/2024,Guard: SNG,Somerset Area HS,Total,,50.680
2/17/2024,Guard: ING,SB Twirl Co. Guard,EQ70-130,"9.150 1
st",
2/17/2024,Guard: ING,SB Twirl Co. Guard,MV70-130,"8.950 1
st",
2/17/2024,Guard: ING,SB Twirl Co. Guard,DES 70/130,"9.030 1
st",
2/17/2024,Guard: ING,SB Twirl Co. Guard,GE 70/130,"9.350 1
st",
2/17/2024,Guard: ING,SB Twirl Co. Guard,GE 70/130,"10.080 1
st",
2/17/2024,Guard: ING,SB Twirl Co. Guard,Total,,46.560
2/17/2024,Guard: SRG,Johnstown HS,EQ70-130,"13.750 1
st",
2/17/2024,Guard: SRG,Johnstown HS,MV70-130,"14.340 1
st",
2/17/2024,Guard: SRG,Johnstown HS,DES 70/130,"12.550 3
rd",
2/17/2024,Guard: SRG,Johnstown HS,GE 70/130,"11.950 3
rd",
2/17/2024,Guard: SRG,Johnstown HS,GE 70/130,"13.870 1
st",
2/17/2024,Guard: SRG,Johnstown HS,Total,,66.460
2/17/2024,Marching Percussion: INP,Darkhorse Percussion,VIS-PERC,"13.000 1
st",
2/17/2024,Marching Percussion: INP,Darkhorse Percussion,VE-PERC,"10.200 1
st",
2/17/2024,Marching Percussion: INP,Darkhorse Percussion,MUS-PERC,"16.300 1
st",
2/17/2024,Marching Percussion: INP,Darkhorse Percussion,ME-PERC,"16.950 1
st",
2/17/2024,Marching Percussion: INP,Darkhorse Percussion,Total,,56.450
2/17/2024,Marching Percussion: SNP,St. Marys Area HS,VIS-PERC,"11.500 1
st",
2/17/2024,Marching Percussion: SNP,St. Marys Area HS,VE-PERC,"10.500 1
st",
2/17/2024,Marching Percussion: SNP,St. Marys Area HS,MUS-PERC,"15.300 1
st",
2/17/2024,Marching Percussion: SNP,St. Marys Area HS,ME-PERC,"15.600 1
st",
2/17/2024,Marching Percussion: SNP,St. Marys Area HS,Total,,52.900
2/17/2024,Marching Percussion: SRP,Homer-Center HS,VIS-PERC,"14.400 1
st",
2/17/2024,Marching Percussion: SRP,Homer-Center HS,VE-PERC,"13.700 1
st",
2/17/2024,Marching Percussion: SRP,Homer-Center HS,MUS-PERC,"18.900 3
rd",
2/17/2024,Marching Percussion: SRP,Homer-Center HS,ME-PERC,"21.750 1
st",
2/17/2024,Marching Percussion: SRP,Homer-Center HS,Total,,68.750
2/17/2024,Stationary Percussion: SAS,Bald Eagle Area HS,MUS-SPERC,"36.100 1
st",
2/17/2024,Stationary Percussion: SAS,Bald Eagle Area HS,ART-SPERC,"34.400 1
st",
2/17/2024,Stationary Percussion: SAS,Bald Eagle Area HS,Total,,70.500
2/17/2024,Stationary Percussion: SOS,Tyrone HS,MUS-SPERC,35.100,
2/17/2024,Stationary Percussion: SOS,Tyrone HS,ART-SPERC,38.400,
2/17/2024,Stationary Percussion: SOS,Tyrone HS,Total,,73.500
2/17/2024,,,,,
2/17/2024,Marching Percussion: SNP,West Mifflin HS,VIS-PERC,"9.900 1
st",
2/17/2024,Marching Percussion: SNP,West Mifflin HS,VE-PERC,"9.800 1
st",
2/17/2024,Marching Percussion: SNP,West Mifflin HS,MUS-PERC,"17.400 1
st",
2/17/2024,Marching Percussion: SNP,West Mifflin HS,ME-PERC,"15.450 1
st",
2/17/2024,Marching Percussion: SNP,West Mifflin HS,Total,,52.550
2/17/2024,Marching Percussion: SRP,Connellsville HS,VIS-PERC,"11.200 1
st",
2/17/2024,Marching Percussion: SRP,Connellsville HS,VE-PERC,"10.200 1
st",
2/17/2024,Marching Percussion: SRP,Connellsville HS,MUS-PERC,"18.900 1
st",
2/17/2024,Marching Percussion: SRP,Connellsville HS,ME-PERC,"16.950 1
st",
2/17/2024,Marching Percussion: SRP,Connellsville HS,Total,,57.100
2/17/2024,Stationary Percussion: SOS,McKeesport Area HS,MUS-SPERC,34.500,
2/17/2024,Stationary Percussion: SOS,McKeesport Area HS,ART-SPERC,33.600,
2/17/2024,Stationary Percussion: SOS,McKeesport Area HS,Total,,68.100
2/17/2024,Twirlers: SCT,Hempfield Area ES (8),CAD,"Silver 1
st",
2/17/2024,Twirlers: SCT,Hempfield Area ES (8),CAD,"Silver 1
st",
2/17/2024,Twirlers: SCT,Hempfield Area ES (8),CAD,"Silver 1
st",
2/17/2024,Twirlers: SCT,Hempfield Area ES (8),Total,,Silver
2/17/2024,Twirlers: IRT,Fast Forward,EQ70-130,"15.280 1
st",
2/17/2024,Twirlers: IRT,Fast Forward,MV70-130,"15.410 1
st",
2/17/2024,Twirlers: IRT,Fast Forward,DES 70/130,"13.620 1
st",
2/17/2024,Twirlers: IRT,Fast Forward,GE 70/130,"14.280 1
st",
2/17/2024,Twirlers: IRT,Fast Forward,GE 70/130,"13.680 1
st",
2/17/2024,Twirlers: IRT,Fast Forward,Total,,72.270
2/17/2024,Twirlers: SNT,Hempfield Area MS (8),EQ70-130,"14.280 1
st",
2/17/2024,Twirlers: SNT,Hempfield Area MS (8),MV70-130,"11.340 1
st",
2/17/2024,Twirlers: SNT,Hempfield Area MS (8),DES 70/130,"12.480 1
st",
2/17/2024,Twirlers: SNT,Hempfield Area MS (8),GE 70/130,"12.080 1
st",
2/17/2024,Twirlers: SNT,Hempfield Area MS (8),GE 70/130,"12.740 1
st",
2/17/2024,Twirlers: SNT,Hempfield Area MS (8),Total,,62.920
2/17/2024,Twirlers: SAT,Hempfield Area HS (8),EQ70-130,--,
2/17/2024,Twirlers: SAT,Hempfield Area HS (8),MV70-130,--,
2/17/2024,Twirlers: SAT,Hempfield Area HS (8),DES 10/10,--,
2/17/2024,Twirlers: SAT,Hempfield Area HS (8),GE 10/10,--,
2/17/2024,Twirlers: SAT,Hempfield Area HS (8),GE 10/10,--,
2/17/2024,Twirlers: SAT,Hempfield Area HS (8),Total,,--
2/17/2024,Dance: ICD,Co-Motion,CAD D,"Silver 1
st",
2/17/2024,Dance: ICD,Co-Motion,CAD D,"Silver 1
st",
2/17/2024,Dance: ICD,Co-Motion,Total,,Silver
2/17/2024,Dance: IRD,Technique by Toni,MV70-130-DANCE,--,
2/17/2024,Dance: IRD,Technique by Toni,DES 70/130,--,
2/17/2024,Dance: IRD,Technique by Toni,GE 70/130,--,
2/17/2024,Dance: IRD,Technique by Toni,GE 70/130,--,
2/17/2024,Dance: IRD,Technique by Toni,Total,,--
2/17/2024,Dance: IAD,Fast Forward,MV70-130-DANCE,"34.260 1
st",
2/17/2024,Dance: IAD,Fast Forward,DES 10/10,"15.300 1
st",
2/17/2024,Dance: IAD,Fast Forward,GE 10/10,"15.800 1
st",
2/17/2024,Dance: IAD,Fast Forward,GE 10/10,"14.900 1
st",
2/17/2024,Dance: IAD,Fast Forward,Total,,80.260
2/17/2024,Dance: IOD,Co-Motion,MV10-10-DANCE,"29.200 1
st",
2/17/2024,Dance: IOD,Co-Motion,DES 10/10,"14.000 1
st",
2/17/2024,Dance: IOD,Co-Motion,GE 10/10,"14.400 1
st",
2/17/2024,Dance: IOD,Co-Motion,GE 10/10,"13.100 1
st",
2/17/2024,Dance: IOD,Co-Motion,Total,,70.700
2/17/2024,Guard: SNG,Serra Catholic HS,EQ70-130,"11.010 6
th",
2/17/2024,Guard: SNG,Serra Catholic HS,MV70-130,"9.410 6
th",
2/17/2024,Guard: SNG,Serra Catholic HS,DES 70/130,"9.420 7
th",
2/17/2024,Guard: SNG,Serra Catholic HS,GE 70/130,"9.350 7
th",
2/17/2024,Guard: SNG,Serra Catholic HS,GE 70/130,"11.480 6
th",
2/17/2024,Guard: SNG,Serra Catholic HS,Total,,50.670
2/17/2024,Guard: SAG,Mt. Lebanon HS,EQ70-130,"14.150 1
st",
2/17/2024,Guard: SAG,Mt. Lebanon HS,MV70-130,"14.810 1
st",
2/17/2024,Guard: SAG,Mt. Lebanon HS,DES 10/10,"12.700 1
st",
2/17/2024,Guard: SAG,Mt. Lebanon HS,GE 10/10,"14.600 1
st",
2/17/2024,Guard: SAG,Mt. Lebanon HS,GE 10/10,"14.300 1
st",
2/17/2024,Guard: SAG,Mt. Lebanon HS,Total,,70.560
2/17/2024,Guard: SRG,Elizabeth Forward HS,EQ70-130,"13.610 1
st",
2/17/2024,Guard: SRG,Elizabeth Forward HS,MV70-130,"12.410 1
st",
2/17/2024,Guard: SRG,Elizabeth Forward HS,DES 70/130,"12.350 1
st",
2/17/2024,Guard: SRG,Elizabeth Forward HS,GE 70/130,"12.610 1
st",
2/17/2024,Guard: SRG,Elizabeth Forward HS,GE 70/130,"13.410 1
st",
2/17/2024,Guard: SRG,Elizabeth Forward HS,Total,,64.390
2/17/2024,,,,,
2/23/2024,Jazz : SMJB,Ventnor MS,JAZZ (2),43.500,
2/23/2024,Jazz : SMJB,Ventnor MS,JAZZ (2),43.725,
2/23/2024,Jazz : SMJB,Ventnor MS,Total,,87.225
2/23/2024,Jazz : SMJB,Ventnor MS,,,
2/23/2024,Jazz : SAJB,Egg Harbor Twp. HS,JAZZ (2),47.175,
2/23/2024,Jazz : SAJB,Egg Harbor Twp. HS,JAZZ (2),45.650,
2/23/2024,Jazz : SAJB,Egg Harbor Twp. HS,Total,,92.825
2/23/2024,Jazz : SAJB,Egg Harbor Twp. HS,,,
2/23/2024,Jazz : SOJB,Kingsway Regional HS,JAZZ (2),48.350,
2/23/2024,Jazz : SOJB,Kingsway Regional HS,JAZZ (2),47.650,
2/23/2024,Jazz : SOJB,Kingsway Regional HS,Total,,96.000
2/23/2024,Jazz : SOJB,Kingsway Regional HS,,,
2/23/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,,,,,
2/24/2024,Dance: ICD,Studio12,CAD D,"Bronze 1
st",
2/24/2024,Dance: ICD,Studio12,CAD D,"Bronze 1
st",
2/24/2024,Dance: ICD,Studio12,Total,,Bronze
2/24/2024,Dance: IJD,Studio12,MV70-130-DANCE,"20.420 2
nd",
2/24/2024,Dance: IJD,Studio12,DES 70/130,"10.620 2
nd",
2/24/2024,Dance: IJD,Studio12,GE 70/130,"9.490 2
nd",
2/24/2024,Dance: IJD,Studio12,GE 70/130,"11.570 2
nd",
2/24/2024,Dance: IJD,Studio12,Total,,52.100
2/24/2024,Dance: IND,Studio12,MV70-130-DANCE,"19.620 3
rd",
2/24/2024,Dance: IND,Studio12,DES 70/130,"10.950 3
rd",
2/24/2024,Dance: IND,Studio12,GE 70/130,"9.220 3
rd",
2/24/2024,Dance: IND,Studio12,GE 70/130,"11.900 3
rd",
2/24/2024,Dance: IND,Studio12,Total,,51.690
2/24/2024,Dance: SAD,Northern York HS,MV70-130-DANCE,"25.480 1
st",
2/24/2024,Dance: SAD,Northern York HS,DES 10/10,"13.900 1
st",
2/24/2024,Dance: SAD,Northern York HS,GE 10/10,"13.800 1
st",
2/24/2024,Dance: SAD,Northern York HS,GE 10/10,"14.200 1
st",
2/24/2024,Dance: SAD,Northern York HS,Total,,67.380
2/24/2024,Twirlers: ICT,Studio12,CAD,"Bronze 2
nd",
2/24/2024,Twirlers: ICT,Studio12,CAD,"Bronze 2
nd",
2/24/2024,Twirlers: ICT,Studio12,CAD,"Bronze 2
nd",
2/24/2024,Twirlers: ICT,Studio12,Total,,Bronze
2/24/2024,Twirlers: IJT,Studio12,EQ70-130,"8.810 1
st",
2/24/2024,Twirlers: IJT,Studio12,MV70-130,"8.680 1
st",
2/24/2024,Twirlers: IJT,Studio12,DES 70/130,"8.880 1
st",
2/24/2024,Twirlers: IJT,Studio12,GE 70/130,"8.470 1
st",
2/24/2024,Twirlers: IJT,Studio12,GE 70/130,"9.080 1
st",
2/24/2024,Twirlers: IJT,Studio12,Total,,43.920
2/24/2024,Twirlers: INT,Studio12,EQ70-130,"8.880 2
nd",
2/24/2024,Twirlers: INT,Studio12,MV70-130,"9.480 2
nd",
2/24/2024,Twirlers: INT,Studio12,DES 70/130,"9.750 2
nd",
2/24/2024,Twirlers: INT,Studio12,GE 70/130,"10.020 2
nd",
2/24/2024,Twirlers: INT,Studio12,GE 70/130,"9.070 2
nd",
2/24/2024,Twirlers: INT,Studio12,Total,,47.200
2/24/2024,Twirlers: SRT,Central Mountain HS,EQ70-130,"14.740 1
st",
2/24/2024,Twirlers: SRT,Central Mountain HS,MV70-130,"12.230 1
st",
2/24/2024,Twirlers: SRT,Central Mountain HS,DES 70/130,"13.620 1
st",
2/24/2024,Twirlers: SRT,Central Mountain HS,GE 70/130,"13.080 1
st",
2/24/2024,Twirlers: SRT,Central Mountain HS,GE 70/130,"12.950 1
st",
2/24/2024,Twirlers: SRT,Central Mountain HS,Total,,66.620
2/24/2024,Twirlers: IST,Matriarch,EQ70-130,"14.210 1
st",
2/24/2024,Twirlers: IST,Matriarch,MV70-130,"12.390 1
st",
2/24/2024,Twirlers: IST,Matriarch,DES 10/10,"12.900 1
st",
2/24/2024,Twirlers: IST,Matriarch,GE 10/10,"12.500 1
st",
2/24/2024,Twirlers: IST,Matriarch,GE 10/10,"12.500 1
st",
